subject,window_start_s,window_end_s,label,label_binary,eda_mean,eda_std,eda_min,eda_max,eda_slope,eda_change,eda_range,eda_peak_count,bvp_mean,bvp_std,bvp_min,bvp_max,bvp_slope,bvp_change,bvp_range,bvp_peak_count,acc_mag_mean,acc_mag_std,acc_mag_max,jerk_mean,jerk_max,temp_mean,temp_std,temp_min,temp_max,temp_slope,temp_change,temp_range,bvp_mean_baseline_diff,bvp_std_baseline_diff,eda_mean_baseline_diff,eda_slope_baseline_diff,eda_peak_count_baseline_diff,temp_mean_baseline_diff,acc_mag_mean_baseline_diff,jerk_mean_baseline_diff
S2,354.0,363.75,calm,0,1.1685934064935046,0.03253609425449305,1.10566886147186,1.2134007489177474,0.004457927893244999,0.03790749783549763,0.10773188744588746,1.0,1.550419913419909,40.917959178773096,-75.09424242424231,87.88047619047603,-1.1181313970582205,56.47463203463193,162.97471861471834,4.0,62.81902610728214,2.764951886128271,68.4470598345904,12.096748958136157,60.34979740425561,35.76019480519476,0.009041169846726926,35.74818181818176,35.77926406926402,-0.0016779318242742954,-0.029264069264080206,0.03108225108226037,1.8836616453259638,23.776730282182342,0.8742207509508199,0.0056379536404356344,-0.5500878734622143,-0.02653132631866839,-0.5801999747459874,5.162488397052896
S2,356.0,365.75,calm,0,1.174291745779219,0.023681670788408146,1.1323665281385265,1.2134007489177474,-0.00622942635413371,-0.005946025974026048,0.08103422077922096,1.0,-1.24567316017316,37.5502798480322,-75.09424242424231,87.88047619047603,-1.0364815022375982,31.836666666666616,162.97471861471834,5.0,62.86317482063788,2.5683168554365516,68.4470598345904,10.252076838961889,60.34979740425561,35.757805194805144,0.008836102305875462,35.74818181818176,35.771818181818134,-0.0022845447235701156,-0.012554112554127528,0.02363636363637056,-0.9124314282671053,20.409050951441444,0.8799190902365343,-0.005049400606943075,-0.5500878734622143,-0.028920936708281886,-0.5360512613902486,3.317816277878628
S2,358.0,367.75,calm,0,1.1603992824675307,0.02778926306383107,1.1116650303030289,1.198585086580085,-0.009436786748211032,-0.08692005627705601,0.08692005627705601,0.0,-5.677595238095231,28.524956969609203,-75.09424242424231,81.92445887445874,3.020003053856705,-43.24943722943716,157.01870129870105,5.0,63.06616719160697,1.1329411989497222,66.24198064671678,5.908585878544178,24.501708743840936,35.75219480519475,0.009391815547815392,35.732164502164444,35.771818181818134,-0.0024046197704742757,-0.03619047619048388,0.03965367965368927,-5.344353506189176,11.38372807301845,0.8660266269248459,-0.008256761001020397,-1.5500878734622143,-0.03453132631867817,-0.33305889042115666,-1.0256746825390826
S2,360.0,369.75,calm,0,1.1410440494588727,0.0322575780418037,1.0823608311688298,1.1901816709956692,-0.011098989720848192,-0.10688316450216417,0.10782083982683943,0.0,-2.0804794372294344,25.074977737048176,-75.09424242424231,81.92445887445874,2.0009400518181004,46.84606060606054,157.01870129870105,3.0,63.06365315683166,0.7587163599372212,64.50581369148055,4.22165891989937,9.428107140581261,35.74980519480514,0.007796000760363546,35.732164502164444,35.76783549783545,-0.0015578567773701251,-0.0056277056277025395,0.035670995671004846,-1.7472377053233796,7.933748840457422,0.846671393916188,-0.009918963973657557,-1.5500878734622143,-0.03692093670828456,-0.3355729251964661,-2.712601641183891
S2,362.0,371.75,calm,0,1.116721435606059,0.03376526694607465,1.0562683549783534,1.175448948051946,-0.011628943636850932,-0.11918059307359274,0.11918059307359274,0.0,3.0823831168831126,17.321789618246374,-21.207662337662303,81.92445887445874,-1.7363537275732412,-60.22619047619038,103.13212121212104,4.0,63.1003546377018,0.7037361695025687,64.19501538281614,3.90755964401379,9.35432357857988,35.74219480519475,0.012764714340621843,35.708181818181764,35.75744588744584,-0.0032389074340284326,-0.04926406926407623,0.04926406926407623,3.415624848789167,0.18056072165562043,0.8223487800633743,-0.010448917889660297,-1.5500878734622143,-0.04453132631867618,-0.2988714443263305,-3.026700917069471
S2,364.0,373.75,calm,0,1.0927422428571414,0.03744544050620263,1.0262707272727258,1.150388030303029,-0.012943969211276518,-0.1241173030303031,0.1241173030303031,0.0,-0.3930324675324668,7.0078552531264755,-21.207662337662303,12.877662337662315,0.17927211000381715,-10.415541125541104,34.085324675324614,7.0,63.07047129136947,0.6250208672833105,64.10148204214939,3.457271472881653,7.622801292531761,35.73419480519475,0.016687432388779833,35.708181818181764,35.75181818181813,-0.004926195755462085,-0.03255411255410934,0.04363636363636658,-0.05979073562641202,-10.133373643464278,0.7983695873144566,-0.011763943464085883,-1.5500878734622143,-0.05253132631867885,-0.32875479065865676,-3.476989088201608
S2,366.0,375.75,calm,0,1.0667829431818165,0.03947108622545528,1.000405796536795,1.1296984545454531,-0.013666504203113893,-0.1292926580086582,0.1292926580086582,0.0,1.0231666666666648,5.259694638139211,-12.589870129870107,12.877662337662315,-0.5022915296086022,-0.571601731601735,25.467532467532422,9.0,62.997079062642584,0.5856872673699968,64.10148204214939,2.7662527670576638,6.349934439192992,35.72799999999994,0.01574046214014998,35.708181818181764,35.75181818181813,-0.004202626641651223,-0.04363636363636658,0.04363636363636658,1.3564083985727196,-11.881534258451541,0.7724102876391318,-0.012486478455923258,-1.5500878734622143,-0.058726131513488156,-0.402147019385545,-4.168007794025597
S2,368.0,377.75,calm,0,1.0396296843073578,0.039804620424525566,0.9733424848484834,1.1086031515151498,-0.013788243329028635,-0.13526066666666636,0.13526066666666636,0.0,-0.23862878787878775,4.761730401091437,-12.589870129870107,7.730822510822496,-0.07510127271102904,-3.052121212121203,20.320692640692602,9.0,62.96947084922401,0.566339976275491,63.92182725798755,2.401112581696105,6.273849572254079,35.72151298701293,0.015475227621183084,35.69883116883112,35.75181818181813,-0.004141029702004745,-0.0437229437229405,0.05298701298701047,0.09461294402726703,-12.379498495499316,0.745257028764673,-0.012608217581838,-1.5500878734622143,-0.06521314450049687,-0.4297552328041192,-4.533147979387156
S2,370.0,379.75,calm,0,1.0122300108225093,0.03888667390250648,0.9494662943722929,1.078233969696968,-0.013468048341901954,-0.12623289610389588,0.12876767532467515,0.0,-0.2557153679653676,4.8192215823587174,-12.589870129870107,8.493203463203447,0.1086429830332269,-4.415497835497824,21.083073593073554,9.0,62.97192833746667,0.5350153838554565,63.92182725798755,1.94335306364176,5.741704394918997,35.71090259740255,0.011923144210018248,35.6832467532467,35.73926406926401,-0.002753928997829378,-0.037705627705619804,0.05601731601731075,0.07752636394068718,-12.322007314232035,0.7178573552798245,-0.01228802259471132,-1.5500878734622143,-0.07582353411087439,-0.4272977445614572,-4.990907497441501
S2,372.0,381.75,calm,0,0.9910777304112539,0.03180270130142637,0.9494662943722929,1.0530123160173144,-0.010580365499541056,-0.09842835497835478,0.10354602164502147,0.0,-0.9722435064935052,6.208825130846686,-21.892294372294337,8.493203463203447,-0.393900814632521,-16.109307359307337,30.385497835497784,10.0,62.90104597095694,0.5083461021391044,64.48255578061404,1.8062728646875712,7.299019957327488,35.70299999999995,0.014617440017647592,35.67727272727268,35.72783549783544,-0.004022514071293186,-0.030000000000001137,0.05056277056276315,-0.6390017745874504,-10.932403765744066,0.6967050748685691,-0.00940033975235042,-1.5500878734622143,-0.08372613151347252,-0.49818011107118565,-5.12798769639569
S2,374.0,383.75,calm,0,0.9679267098484834,0.03145401434631411,0.8896405800865788,1.0225875151515136,-0.010260860052143,-0.13294693506493482,0.13294693506493482,1.0,0.1963344155844151,13.101948461828473,-32.557878787878735,39.63917748917742,0.378870089260333,-28.019870129870085,72.19705627705616,5.0,63.222394137202386,1.5664863740989736,69.38299503480663,4.2547783914024295,25.91322090216167,35.69661038961034,0.016585421247959836,35.67255411255406,35.72783549783544,-0.005223264540337162,-0.05181818181818443,0.05528138528138271,0.5295761474904699,-4.039280434762281,0.6735540543057986,-0.009080834304952365,-0.5500878734622143,-0.0901157419030838,-0.17683194482574294,-2.6794821696808313
S2,376.0,385.75,calm,0,0.9366309999999987,0.046645637456913136,0.839546727272726,0.9965119047619033,-0.01479784434427361,-0.15696517748917738,0.15696517748917738,0.0,1.0147727272727263,16.253003513692125,-32.557878787878735,39.63917748917742,0.9958443832590161,-26.553203463203413,72.19705627705616,5.0,63.3701706458909,1.5720916991919711,69.38299503480663,4.895073129797273,25.91322090216167,35.68699999999994,0.014617440017648678,35.66216450216445,35.71272727272722,-0.0042626641651041216,-0.028181818181820972,0.050562770562770254,1.348014459178781,-0.8882253828986286,0.6422583444573139,-0.013617818597082975,-1.5500878734622143,-0.09972613151348497,-0.029055436137227275,-2.0391874312859875
S2,378.0,387.75,calm,0,0.9088302740259728,0.05087934887227518,0.8320250735930723,0.9699201515151501,-0.01631095976218896,-0.10648857142857127,0.13789507792207778,0.0,4.378441558441551,19.63450165473406,-32.557878787878735,55.33874458874449,2.2542335063310643,47.7048917748917,87.89662337662322,6.0,64.2198790493994,3.2065768165618986,76.6550715869472,8.660957207456885,47.762941966227174,35.684292207792154,0.012569942810786567,35.66216450216445,35.71272727272722,-0.00017543432177622595,0.02428571428571047,0.050562770562770254,4.711683290347606,2.4932727581433056,0.6144576184832881,-0.015130934014998326,-1.5500878734622143,-0.10243392372127147,0.8206529673712666,1.7266966463736244
S2,380.0,389.75,calm,0,0.8918216301948039,0.04562128160107833,0.8320250735930723,0.9671165238095224,-0.012549943989344003,-0.1074943722943722,0.13509145021645008,1.0,4.317704545454539,21.258211906779806,-34.7966666666666,55.33874458874449,1.1594561698464125,-19.487489177489138,90.1354112554111,5.0,64.12016834680196,4.174806723403713,76.6550715869472,13.522662530001583,55.04228514849174,35.68729220779216,0.015496290492288607,35.66216450216445,35.71272727272722,0.0037270047026142852,0.018831168831169975,0.050562770562770254,4.650946277360594,4.1169830101890525,0.5974489746521191,-0.011369918242153368,-0.5500878734622143,-0.09943392372126425,0.7209422647738322,6.588401968918322
S2,382.0,391.75,calm,0,0.8679401076839814,0.0328718428509414,0.8320250735930723,0.952093307359306,-0.007529245192206163,-0.1134122251082249,0.12006823376623366,1.0,2.934768398268394,22.67377631764767,-34.7966666666666,55.33874458874449,-1.4096894000308606,4.361341991341984,90.1354112554111,7.0,64.33178875626382,4.155833901811742,76.6550715869472,14.158480223733136,55.04228514849174,35.69480519480514,0.01966152083411782,35.66216450216445,35.72783549783544,0.006066908701056338,0.04437229437229462,0.06567099567099177,3.2680101301744484,5.532547421056915,0.5735674521412967,-0.006349219445015528,-0.5500878734622143,-0.09192093670828427,0.9325626742356903,7.224219662649875
S2,384.0,393.75,calm,0,0.8491983791125527,0.01773633274429946,0.8232666017316006,0.8913215541125528,-0.0029284673846478736,-0.05702168398268381,0.06805495238095216,1.0,1.8794761904761874,19.548764177966323,-34.7966666666666,55.33874458874449,-1.43596949392071,28.62367965367961,90.1354112554111,7.0,64.10442434049426,3.962042399299591,76.6550715869472,12.294561761398928,55.04228514849174,35.700902597402546,0.01862158473490817,35.66216450216445,35.72783549783544,0.0051710240978535575,0.03320346320346346,0.06567099567099177,2.212717922382242,2.4075352813755693,0.5548257235698679,-0.0017484416374572381,-0.5500878734622143,-0.0858235341108795,0.7051982584661332,5.360301200315667
S2,386.0,395.75,calm,0,0.8414881238095226,0.02061755703919898,0.8119290432900421,0.8913215541125528,-0.0050048574709842695,-0.024106489177489143,0.07939251082251064,1.0,2.8545898268398227,17.57540591450934,-34.7966666666666,55.33874458874449,-0.1838328338328333,21.709220779220743,90.1354112554111,6.0,64.11294151594323,3.950408861528335,76.6550715869472,11.853058853952513,55.04228514849174,35.705999999999946,0.012652802122372884,35.67727272727268,35.72783549783544,0.00048030018761728734,0.03545454545454163,0.05056277056276315,3.187831558745877,0.43417701791858576,0.5471154682668379,-0.0038248317237936343,-0.5500878734622143,-0.08072613151347952,0.7137154339151053,4.918798292869252
